Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
HRTC - 518,Ordinary 3+2 Non AC Seater,21:58,07:15,09h 17m,INR 512,26 Seats available,"2.5
13",https://www.redbus.in/bus-tickets/delhi-to-shimla,Delhi to Shimla
HRTC - 9,Himsuta AC Seater Volvo/Scania 2+2,22:00,07:30,09h 30m,INR 912,34 Seats available,"4.7
71",https://www.redbus.in/bus-tickets/delhi-to-shimla,Delhi to Shimla
HRTC - 36,Himsuta AC Seater Volvo/Scania 2+2,22:30,06:30,08h 00m,INR 887,27 Seats available,"4.2
78",https://www.redbus.in/bus-tickets/delhi-to-shimla,Delhi to Shimla
HRTC - 579,Ordinary 3+2 Non AC Seater,22:30,08:15,09h 45m,INR 512,27 Seats available,"4.1
15",https://www.redbus.in/bus-tickets/delhi-to-shimla,Delhi to Shimla
HRTC - 564,Ordinary 3+2 Non AC Seater,23:40,09:05,09h 25m,INR 512,37 Seats available,"4.4
22",https://www.redbus.in/bus-tickets/delhi-to-shimla,Delhi to Shimla
RSRTC - 192344,Super Luxury Volvo AC Seater Pushback 2+2,03:00,14:00,11h 00m,INR 1117,30 Seats available,3.6,https://www.redbus.in/bus-tickets/delhi-to-shimla,Delhi to Shimla
Bedi Travels,Volvo A/C Semi Sleeper (2+2),23:00,08:00,09h 00m,495,35 Seats available,"4.8
801",https://www.redbus.in/bus-tickets/delhi-to-shimla,Delhi to Shimla
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),23:30,08:00,08h 30m,INR 499,49 Seats available,"4.5
787",https://www.redbus.in/bus-tickets/delhi-to-shimla,Delhi to Shimla
Ram Dalal Holidays,Mercedes Multi-Axle Semi Sleeper (2+2),23:30,07:40,08h 10m,495,39 Seats available,"4.5
592",https://www.redbus.in/bus-tickets/delhi-to-shimla,Delhi to Shimla
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),23:25,07:45,08h 20m,INR 499,31 Seats available,"4.6
667",https://www.redbus.in/bus-tickets/delhi-to-shimla,Delhi to Shimla
City Land Travels,Volvo A/C Semi Sleeper (2+2),09:40,19:30,09h 50m,529,25 Seats available,"3.9
264",https://www.redbus.in/bus-tickets/delhi-to-shimla,Delhi to Shimla
Zingbus Plus,Bharat Benz A/C Semi Sleeper (2+2),22:55,09:05,10h 10m,501,33 Seats available,"4.3
466",https://www.redbus.in/bus-tickets/delhi-to-shimla,Delhi to Shimla
Laxmi holidays,Bharat Benz A/C Semi Sleeper (2+2),22:50,07:40,08h 50m,INR 499,40 Seats available,"4.2
313",https://www.redbus.in/bus-tickets/delhi-to-shimla,Delhi to Shimla
City Land Travels,Volvo A/C Semi Sleeper (2+2),09:15,19:05,09h 50m,529,23 Seats available,"3.5
114",https://www.redbus.in/bus-tickets/delhi-to-shimla,Delhi to Shimla
FlixBus,Volvo A/C Seater (2+2),07:00,16:00,09h 00m,INR 305.36,31 Seats available,"3.9
19",https://www.redbus.in/bus-tickets/delhi-to-shimla,Delhi to Shimla
FlixBus,Volvo A/C Seater (2+2),23:55,08:35,08h 40m,INR 305.36,34 Seats available,"3.0
34",https://www.redbus.in/bus-tickets/delhi-to-shimla,Delhi to Shimla
City Land Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:55,07:25,07h 30m,1249,38 Seats available,"3.6
381",https://www.redbus.in/bus-tickets/delhi-to-shimla,Delhi to Shimla
City Land Travels,Volvo A/C Semi Sleeper (2+2),22:30,06:00,07h 30m,1159,29 Seats available,"3.4
340",https://www.redbus.in/bus-tickets/delhi-to-shimla,Delhi to Shimla
RAO TRAVELS INDIA PVT LTD.,AC Seater (2+2),21:00,07:30,10h 30m,INR 1500,33 Seats available,"1.9
39",https://www.redbus.in/bus-tickets/delhi-to-shimla,Delhi to Shimla
Heera Himachal Holidays,Volvo A/C Semi Sleeper (2+2),21:30,06:30,09h 00m,INR 1399,22 Seats available,"2.9
9",https://www.redbus.in/bus-tickets/delhi-to-shimla,Delhi to Shimla
FlixBus,Volvo A/C Seater (2+2),00:10,08:35,08h 25m,INR 649.44,11 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-shimla,Delhi to Shimla
HRTC - 401669,Ordinary 3+2 Non AC Seater,10:35,14:40,04h 05m,INR 310,33 Seats available,"4.6
11",https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
HRTC - 9236,A/C Executive (2+3),12:05,16:10,04h 05m,INR 340,43 Seats available,"4.4
159",https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
HRTC - 1515,Ordinary 3+2 Non AC Seater,13:20,20:15,06h 55m,INR 373,37 Seats available,"3.2
5",https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
HRTC - 1529,Ordinary 3+2 Non AC Seater,13:56,19:05,05h 09m,INR 364,37 Seats available,"3.2
8",https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
HRTC - 1516,A/C Executive (2+3),15:00,18:50,03h 50m,INR 340,43 Seats available,"4.2
108",https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
HRTC - 1546,Ordinary 3+2 Non AC Seater,16:25,21:15,04h 50m,INR 334,27 Seats available,"2.5
6",https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
HRTC - 9235,A/C Executive (2+3),16:40,22:00,05h 20m,INR 399,44 Seats available,"4.5
13",https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
HRTC - 401670,Ordinary 3+2 Non AC Seater,18:00,22:00,04h 00m,INR 310,36 Seats available,"3.9
16",https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
HRTC - 1549,Ordinary 3+2 Non AC Seater,18:15,01:00,06h 45m,INR 362,37 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),01:40,05:35,03h 55m,600,5 Seats available,"3.8
14",https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),02:00,06:10,04h 10m,INR 499,6 Seats available,"4.7
34",https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),02:15,05:55,03h 40m,585,27 Seats available,4.5,https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
HRTC - 6651,Ordinary 3+2 Non AC Seater,04:05,09:20,05h 15m,INR 302,47 Seats available,3.9,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
HRTC - 649,A/C Executive (2+3),04:45,08:30,03h 45m,INR 340,11 Seats available,"4.3
105",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
HRTC - 654,A/C Executive (2+3),05:20,10:00,04h 40m,INR 399,41 Seats available,"4.3
11",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
HRTC - 616,A/C Executive (2+3),06:00,09:50,03h 50m,INR 340,12 Seats available,"4.3
87",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
HRTC - 652,Ordinary 3+2 Non AC Seater,06:20,13:00,06h 40m,INR 373,27 Seats available,3.9,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
HRTC - 401269,Ordinary 3+2 Non AC Seater,06:30,10:30,04h 00m,INR 310,30 Seats available,"4.6
8",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
HRTC - 624,Ordinary 3+2 Non AC Seater,06:45,11:50,05h 05m,INR 334,26 Seats available,3.9,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
HRTC - 617,Ordinary 3+2 Non AC Seater,07:30,14:05,06h 35m,INR 364,34 Seats available,3.9,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
HRTC - 641,Ordinary 3+2 Non AC Seater,08:20,12:20,04h 00m,INR 310,16 Seats available,"4.3
45",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
HRTC - 618,Ordinary 3+2 Non AC Seater,09:00,15:20,06h 20m,INR 364,37 Seats available,"4.3
5",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
HRTC - 656,Ordinary 3+2 Non AC Seater,15:10,00:05,08h 55m,INR 461,37 Seats available,3.9,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
HRTC - 620,Ordinary 3+2 Non AC Seater,15:10,20:40,05h 30m,INR 364,37 Seats available,"4.1
8",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
HRTC - 603,Ordinary 3+2 Non AC Seater,16:40,23:10,06h 30m,INR 373,37 Seats available,3.9,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
HRTC - 401270,Ordinary 3+2 Non AC Seater,17:05,21:05,04h 00m,INR 310,36 Seats available,"3.5
5",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
HRTC - 602,Ordinary 3+2 Non AC Seater,17:20,23:00,05h 40m,INR 334,37 Seats available,3.9,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
HRTC - 955,Ordinary 3+2 Non AC Seater,17:40,23:55,06h 15m,INR 334,37 Seats available,3.9,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
HRTC - 15,Himsuta AC Seater Volvo/Scania 2+2,20:00,00:10,04h 10m,INR 545,28 Seats available,"5.0
8",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
HRTC - 622,Ordinary 3+2 Non AC Seater,21:15,02:30,05h 15m,INR 369,37 Seats available,"3.3
5",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),20:20,01:15,04h 55m,664,38 Seats available,"4.6
10",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:15,01:20,04h 05m,684,24 Seats available,"4.8
14",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),22:00,03:10,05h 10m,674,25 Seats available,4.5,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
HRTC - 101,Ordinary 3+2 Non AC Seater,06:12,17:00,10h 48m,INR 512,37 Seats available,"3.6
6",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
HRTC - 1,Himsuta AC Seater Volvo/Scania 2+2,08:30,17:30,09h 00m,INR 912,20 Seats available,"4.2
69",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
HRTC - 109,A/C Executive (2+3),09:12,18:44,09h 32m,INR 632,39 Seats available,"4.0
26",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
HRTC - 5,Himsuta AC Seater Volvo/Scania 2+2,09:45,19:15,09h 30m,INR 912,33 Seats available,"3.6
46",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
HRTC - 128,Ordinary 3+2 Non AC Seater,10:18,20:00,09h 42m,INR 512,37 Seats available,"3.7
6",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
HRTC - 102,Ordinary 3+2 Non AC Seater,11:18,20:50,09h 32m,INR 512,37 Seats available,"2.4
8",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
HRTC - 24,Himsuta AC Seater Volvo/Scania 2+2,13:45,21:45,08h 00m,INR 887,34 Seats available,"4.6
98",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
HRTC - 103,Ordinary 3+2 Non AC Seater,17:18,02:15,08h 57m,INR 512,37 Seats available,4.2,https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
HRTC - 181,Ordinary 3+2 Non AC Seater,17:50,04:15,10h 25m,INR 512,37 Seats available,"3.8
4",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
HRTC - 104,A/C Executive (2+3),18:20,04:30,10h 10m,INR 632,37 Seats available,"3.4
14",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
HRTC - 188,Ordinary 3+2 Non AC Seater,19:25,04:57,09h 32m,INR 512,37 Seats available,4.2,https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
HRTC - 2040093,Ordinary 3+2 Non AC Seater,19:40,05:12,09h 32m,INR 512,37 Seats available,4.2,https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
HRTC - 1711,Ordinary 3+2 Non AC Seater,20:00,05:30,09h 30m,INR 512,37 Seats available,4.2,https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
HRTC - 74,Himsuta AC Seater Volvo/Scania 2+2,20:00,05:00,09h 00m,INR 912,29 Seats available,"4.4
84",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
HRTC - 3,Himsuta AC Seater Volvo/Scania 2+2,21:00,06:00,09h 00m,INR 912,23 Seats available,"4.5
71",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
HRTC - 108,A/C Executive (2+3),21:20,06:52,09h 32m,INR 632,41 Seats available,"3.9
32",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
HRTC - 1712,Ordinary 3+2 Non AC Seater,21:30,06:00,08h 30m,INR 512,27 Seats available,"3.3
4",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
HRTC - 19,Himsuta AC Seater Volvo/Scania 2+2,21:30,06:00,08h 30m,INR 912,28 Seats available,"4.4
69",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
HRTC - 130,Ordinary 3+2 Non AC Seater,21:45,06:15,08h 30m,INR 512,37 Seats available,"4.4
10",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
HRTC - 179,Ordinary 3+2 Non AC Seater,22:00,06:30,08h 30m,INR 512,27 Seats available,"3.4
4",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
HRTC - 35,Himsuta AC Seater Volvo/Scania 2+2,22:00,06:15,08h 15m,INR 912,16 Seats available,"4.6
44",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
HRTC - 136,Ordinary 3+2 Non AC Seater,22:30,06:30,08h 00m,INR 512,27 Seats available,"3.5
8",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
HRTC - 92,Himsuta AC Seater Volvo/Scania 2+2,22:30,07:00,08h 30m,INR 912,27 Seats available,"4.4
48",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
RSRTC - 192348,Super Luxury Volvo AC Seater Pushback 2+2,16:30,02:00,09h 30m,INR 1117,32 Seats available,"2.5
17",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
Bedi Travels,Volvo A/C Semi Sleeper (2+2),21:30,05:30,08h 00m,495,35 Seats available,"4.8
787",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),20:30,04:30,08h 00m,INR 499,38 Seats available,"4.5
706",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
Ram Dalal Holidays,Mercedes Multi-Axle Semi Sleeper (2+2),22:00,06:40,08h 40m,540,43 Seats available,"4.5
526",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
Zingbus Plus,Bharat Benz A/C Semi Sleeper (2+2),20:30,04:40,08h 10m,494,26 Seats available,"4.4
457",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),10:30,19:00,08h 30m,INR 499,20 Seats available,"4.4
428",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
City Land Travels,Volvo A/C Semi Sleeper (2+2),10:00,18:30,08h 30m,583,28 Seats available,"3.6
163",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
City Land Travels,Volvo A/C Semi Sleeper (2+2),10:30,19:00,08h 30m,619,28 Seats available,"3.8
242",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
City Land Travels,Volvo A/C Semi Sleeper (2+2),22:30,05:30,07h 00m,763,26 Seats available,"4.0
448",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
City Land Travels,Volvo A/C Semi Sleeper (2+2),22:00,05:00,07h 00m,709,29 Seats available,"3.7
292",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
FlixBus,Volvo A/C Seater (2+2),20:00,05:00,09h 00m,INR 295.68,24 Seats available,"3.5
33",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
FlixBus,Volvo A/C Seater (2+2),10:30,19:45,09h 15m,INR 401.28,35 Seats available,"3.7
5",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
SWAGATAM TOUR HOLIDAY,Volvo A/C Multi-Axle Semi Sleeper (2+2),21:00,04:00,07h 00m,3599,49 Seats available, ,https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
FlixBus,Volvo A/C Seater (2+2),00:10,04:35,04h 25m,INR 784.96,12 Seats available,4.1,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
NueGo,Electric A/C Seater (2+2),00:30,06:05,05h 35m,332,1 Seat available,"4.3
390",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
NueGo,Electric A/C Seater (2+2),00:35,06:00,05h 25m,428,5 Seats available,4.0,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
AdFlixBus,AC Seater (2+2),16:00,22:10,06h 10m,INR 221.76,44 Seats available,"3.6
16",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
NueGo,Electric A/C Seater (2+2),06:00,11:15,05h 15m,356,25 Seats available,"4.2
295",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
NueGo,Electric A/C Seater (2+2),06:05,11:25,05h 20m,404,21 Seats available,"3.7
65",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
NueGo,Electric A/C Seater (2+2),07:00,12:15,05h 15m,356,34 Seats available,"4.1
310",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
AdAwadh Travels,A/C Sleeper (2+2),21:45,03:05,05h 20m,739,41 Seats available,3.8,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
FlixBus,Volvo A/C Seater (2+2),07:00,12:00,05h 00m,INR 310.64,32 Seats available,"3.9
35",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
NueGo,Electric A/C Seater (2+2),08:00,12:55,04h 55m,356,21 Seats available,"3.9
288",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Khurana Bus Service,Volvo A/C (2+2),08:15,14:20,06h 05m,449,27 Seats available,"4.0
51",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
NueGo,Electric A/C Seater (2+2),09:00,14:25,05h 25m,356,40 Seats available,"4.0
263",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Khurana Bus Service,Volvo A/C (2+2),08:15,14:25,06h 10m,553,28 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
FlixBus,AC Seater (2+2),09:00,14:40,05h 40m,INR 221.76,29 Seats available,"4.0
94",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),09:15,14:45,05h 30m,INR 488,23 Seats available,"4.3
81",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
NueGo,Electric A/C Seater (2+2),10:00,15:05,05h 05m,356,36 Seats available,"3.7
289",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Khurana Bus Service,Bharat Benz A/C Seater (2+2),12:40,19:00,06h 20m,424,31 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),09:40,15:00,05h 20m,495,24 Seats available,"4.7
177",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
NueGo,Electric A/C Seater/Sleeper (2+1),11:00,16:25,05h 25m,425,33 Seats available,4.0,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
NueGo,Electric A/C Seater (2+2),12:00,17:05,05h 05m,356,35 Seats available,"3.6
335",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
NueGo,Electric A/C Seater/Sleeper (2+1),13:00,18:25,05h 25m,428,38 Seats available,4.0,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
NueGo,Electric A/C Seater (2+2),14:30,19:35,05h 05m,356,36 Seats available,"3.3
343",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
NueGo,Electric A/C Seater (2+2),15:30,20:35,05h 05m,356,41 Seats available,"3.5
358",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
NueGo,Electric A/C Seater (2+2),16:30,21:55,05h 25m,332,38 Seats available,"3.1
189",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),17:00,23:00,06h 00m,585,30 Seats available,"3.8
5",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),17:00,23:05,06h 05m,INR 486,34 Seats available,"4.4
165",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),17:00,22:50,05h 50m,INR 499,42 Seats available,"4.6
313",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
