Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
Traveltime Travels (St.Christopher),Non AC Seater (2+2),20:00,07:00,11h 00m,360,21 Seats available,"3.3
122",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Humsafar Travels,A/C Sleeper (2+1),23:20,10:00,10h 40m,INR 950,15 Seats available,"3.6
267",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
PSR Travels Goa,A/C Sleeper (2+1),23:45,09:15,09h 30m,INR 999,2 Seats available,"3.9
97",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Gogte Shreyas,A/C Sleeper (2+1),21:45,09:00,11h 15m,INR 599,5 Seats available,"3.9
26",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Mascot Travels(Patil),A/C Sleeper (2+1),21:45,09:15,11h 30m,618,20 Seats available,3.7,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Dolphin travel house,A/C Sleeper (2+1),23:45,10:45,11h 00m,INR 610,27 Seats available,"3.2
47",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Shreyash Travels,Bharat Benz A/C Sleeper (2+1),21:45,08:30,10h 45m,INR 707,6 Seats available,"3.7
296",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Gogte Travels (Manish),Non AC Seater (2+2),19:35,08:30,12h 55m,INR 399,26 Seats available,"3.0
160",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Traveltime Travels (St.Christopher),Non AC Seater (2+2),20:00,07:00,11h 00m,INR 400,21 Seats available,3.1,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Gogte Travels,NON A/C Sleeper (2+1),19:30,06:15,10h 45m,INR 2500,38 Seats available,"3.6
298",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Humsafar Travels,A/C Sleeper (2+1),22:45,09:30,10h 45m,INR 950,15 Seats available,"3.4
6",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
PVS Tours and Travels,A/C Sleeper (2+1),23:00,08:45,09h 45m,INR 600,23 Seats available,3.3,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Dolphin Travel House (39),A/C Sleeper (2+1),21:45,08:30,10h 45m,INR 610,23 Seats available,"2.3
49",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Atmaram Travels,NON A/C Sleeper (2+1),22:50,10:00,11h 10m,INR 600,14 Seats available,"2.9
4",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Gujarat Travels,Bharath Benz A/C Sleeper (2+2),23:00,10:40,11h 40m,720,43 Seats available,"1.9
12",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Atmaram Manish Travels,A/C Seater (2+2),20:30,08:45,12h 15m,INR 500,24 Seats available,"2.2
28",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Shubhra Sharma Tourist Services,A/C Sleeper (2+1),23:59,12:01,12h 02m,INR 700,21 Seats available,"2.5
12",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Kokan Holidays,NON A/C Seater Push Back (2+2),21:30,09:45,12h 15m,2700,2 Seats available,"1.1
11",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
PVS Tours and Travels,A/C Sleeper (2+1),00:15,10:15,10h 00m,INR 3000,36 Seats available,3.3,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Abhishek Vishal Travels,A/C Sleeper (2+1),23:00,08:40,09h 40m,INR 699,20 Seats available,3.2,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Shubhra Sharma Tourist Services,A/C Sleeper (2+1),23:59,12:01,12h 02m,INR 700,20 Seats available,3.0,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Shubhra Sharma Tourist Services,A/C Sleeper (2+1),23:57,11:00,11h 03m,INR 800,23 Seats available,3.0,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Manish Travel,A/C Sleeper (2+1),23:55,09:59,10h 04m,INR 799,25 Seats available,2.2,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Manish Travel,A/C Sleeper (2+1),23:59,09:59,10h 00m,INR 800,29 Seats available,2.2,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
VRL Travels,A/C Sleeper (2+1),23:30,09:45,10h 15m,INR 700,17 Seats available,"3.0
54",https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Anand Tours And Travels,Volvo Multi-Axle A/C Sleeper (2+1),23:00,08:30,09h 30m,INR 2900,36 Seats available, ,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Anand Tours And Travels,Volvo Multi-Axle A/C Sleeper (2+1),23:00,06:46,07h 46m,INR 2000,36 Seats available, ,https://www.redbus.in/bus-tickets/pune-to-goa,Pune to Goa
Atmaram Gobus,VE A/C Sleeper (2+1),22:30,07:45,09h 15m,INR 1550,13 Seats available,"4.6
572",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Ashray Grand,Volvo Multi-Axle A/C Sleeper (2+1),22:00,09:30,11h 30m,INR 1710,12 Seats available,"4.1
503",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Zingbus Plus,Bharat Benz A/C Sleeper (2+1),18:15,07:05,12h 50m,1684,11 Seats available,"4.1
342",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
IntrCity SmartBus,AC Sleeper (2+1),21:00,07:05,10h 05m,INR 1561,10 Seats available,"4.3
297",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),20:30,06:30,10h 00m,INR 1316,7 Seats available,"4.4
381",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Ashray Travels,Non A/C Seater / Sleeper (2+1),20:00,06:30,10h 30m,INR 1200,1 Seat available,"4.3
431",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Ashray Travels,Volvo Multi-Axle Sleeper A/C (2+1),22:45,09:55,11h 10m,INR 1890,13 Seats available,"4.2
17",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Sangitam Travels Tanzanite,A/C Sleeper (2+1),21:00,07:30,10h 30m,INR 1457,8 Seats available,"4.3
672",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Indumati Travels,A/C Sleeper (2+1),21:00,07:00,10h 00m,1350,2 Seats available,"4.1
375",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
IntrCity SmartBus,Bharat Benz A/C Sleeper (2+1),22:00,08:55,10h 55m,INR 1663,7 Seats available,"4.3
338",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Ashray Travels,Bharat Benz A/C Sleeper (2+1),22:30,10:00,11h 30m,INR 1550,5 Seats available,"4.4
632",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Amrutyog Travels,A/C Sleeper (2+1),19:00,06:22,11h 22m,INR 1499,8 Seats available,"4.1
286",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Atmaram Travels(KVT Narmada Red),Bharat Benz A/C Sleeper (2+1),21:16,07:31,10h 15m,INR 1450,4 Seats available,"4.0
357",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Atmaram Gobus,VE A/C Sleeper (2+1),21:32,07:02,09h 30m,INR 1899,6 Seats available,"4.7
690",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Sai Travels,A/C Sleeper (2+1),19:45,05:15,09h 30m,INR 1600,10 Seats available,"4.9
13",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Zingbus Plus,VE A/C Sleeper (2+1),21:05,07:45,10h 40m,1604,13 Seats available,"4.3
143",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
IntrCity SmartBus,AC Sleeper (2+1),19:00,04:50,09h 50m,INR 1599,4 Seats available,"4.4
103",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
IntrCity SmartBus,AC Sleeper (2+1),18:30,05:25,10h 55m,INR 2294,1 Seat available,"4.3
307",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
IntrCity SmartBus,Bharat Benz A/C Sleeper (2+1),21:30,07:30,10h 00m,INR 1728,4 Seats available,"4.4
516",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Atmaram Travels (Vishal),A/C Sleeper (2+1),16:00,03:50,11h 50m,INR 1500,2 Seats available,"4.1
5",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
IntrCity SmartBus,AC Sleeper (2+1),19:30,05:40,10h 10m,INR 1944,3 Seats available,"4.3
283",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Ashray Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),21:00,07:15,10h 15m,INR 1650,6 Seats available,"3.8
392",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Giroba Travels (Kelkar),Non A/C Seater / Sleeper (2+1),17:45,05:30,11h 45m,INR 1200,2 Seats available,"3.0
20",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Atmaram Travels ( Ashray ),A/C Sleeper (2+1),22:02,08:02,10h 00m,INR 1450,7 Seats available,"3.5
320",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
VAILANKANNI TRAVELS,VE A/C Sleeper (2+1),18:30,06:55,12h 25m,INR 1300,20 Seats available,"3.5
50",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Laxmi Queen Asta,A/C Sleeper (2+1),20:30,07:00,10h 30m,INR 1499,5 Seats available,"3.7
129",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
"National Travels,Goa",NON A/C Sleeper (2+1),19:00,06:20,11h 20m,INR 1250,6 Seats available,"3.7
66",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Giroba Travels,A/C Sleeper (2+1),17:30,03:30,10h 00m,INR 1399,15 Seats available,3.4,https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Atmaram Travels(M.Dev),A/C Sleeper (2+1),22:00,08:00,10h 00m,INR 1499,17 Seats available,"3.7
138",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Laxmi-Princess Nova,Non A/C Seater / Sleeper (2+1),19:00,06:30,11h 30m,INR 1299,2 Seats available,"3.9
234",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Ashray Travels,Volvo Multi-Axle A/C Sleeper (2+1),20:00,08:05,12h 05m,INR 1399,4 Seats available,"3.8
223",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Atmaram Travels (Unity),A/C Sleeper (2+1),17:30,04:30,11h 00m,INR 1350,10 Seats available,"3.9
55",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Atmaram Travels(GTA),A/C Sleeper (2+1),19:00,06:00,11h 00m,INR 1299,14 Seats available,"3.9
53",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Laxmi Queen Prime,A/C Sleeper (2+1),19:30,06:30,11h 00m,INR 1399,4 Seats available,"3.9
247",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Laxmi Empress Stellar,NON A/C Sleeper (2+1),19:45,06:45,11h 00m,INR 1299,4 Seats available,"3.8
193",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Atmaram Travels (Shreyas),Bharat Benz A/C Sleeper (2+1),20:03,06:33,10h 30m,INR 1399,4 Seats available,"3.6
324",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Atmaram Travels (Dolphin),A/C Sleeper (2+1),15:55,01:30,09h 35m,INR 1333,6 Seats available,"3.7
175",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Atmaram Travels (Dolphin),A/C Sleeper (2+1),16:05,02:30,10h 25m,INR 1599,3 Seats available,"3.5
43",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Atmaram Travels (Dolphin),A/C Sleeper (2+1),16:30,04:25,11h 55m,INR 1399,8 Seats available,"3.6
52",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Jolly Tours and Travels,A/C Sleeper (2+1),18:30,05:45,11h 15m,1640,4 Seats available,"3.5
5",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
IntrCity SmartBus,AC Sleeper (2+1),20:00,06:15,10h 15m,INR 2154,4 Seats available,"3.6
110",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Atmaram Travels (Dolphin),AC Sleeper (2+1),18:30,05:30,11h 00m,INR 1299,16 Seats available,"3.5
48",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
PSR Travels (Vaibhav),A/C Sleeper (2+1),22:30,07:30,09h 00m,INR 1850,25 Seats available,"3.5
17",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Manish Roshan Travels,A/C Sleeper (2+1),19:00,06:30,11h 30m,INR 1400,13 Seats available,"2.9
5",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Manish Travels,NON A/C Seater (2+2),16:45,05:35,12h 50m,INR 700,1 Seat available,"2.7
118",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
AAINATH TRAVELS,A/C Sleeper (2+1),21:30,06:30,09h 00m,INR 1199,5 Seats available,"2.6
18",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Naik Tours And Travels,NON A/C Sleeper (2+1),17:00,04:50,11h 50m,900,12 Seats available,"2.5
58",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Manish Travels,Non AC Seater (2+2),16:30,04:00,11h 30m,INR 1000,3 Seats available,2.6,https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Manish Sharma Travels,A/C Sleeper (2+1),17:30,05:00,11h 30m,INR 1400,1 Seat available,"1.9
18",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Atmaram Travels (Vaibhav),A/C Sleeper (2+1),22:31,08:31,10h 00m,INR 1650,19 Seats available,"2.9
30",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
PVS Tours and Travels,A/C Sleeper (2+1),19:00,06:00,11h 00m,INR 1299,18 Seats available,3.3,https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
PVS Tours and Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),20:00,06:00,10h 00m,INR 3000,1 Seat available,3.3,https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Manish Sharma Travels,A/C Sleeper (2+1),17:00,02:45,09h 45m,INR 1400,14 Seats available,2.6,https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Manish Travels,A/C Sleeper (2+1),18:00,05:30,11h 30m,INR 1400,10 Seats available,2.6,https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
VRL Travels,A/C Sleeper (2+1),19:30,05:30,10h 00m,INR 1500,7 Seats available,"3.7
51",https://www.redbus.in/bus-tickets/goa-to-pune,Goa to Pune
Kadamba Transport Corporation Limited (KTCL) - 97386,Volvo AC Seater Pushback 2+2,17:05,06:00,12h 55m,INR 900,13 Seats available,"3.7
359",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
IntrCity SmartBus,AC Sleeper (2+1),17:00,09:10,16h 10m,INR 699,10 Seats available,"4.3
481",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Mascot Travels(M.Dev),A/C Sleeper (2+1),19:00,12:00,17h 00m,485,16 Seats available,"4.3
104",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
AdDolphin travel house,A/C Sleeper (2+1),19:00,11:45,16h 45m,INR 710,34 Seats available,"3.8
36",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Zingbus Plus,Bharat Benz A/C Sleeper (2+1),17:00,10:25,17h 25m,475,19 Seats available,"4.3
680",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
IntrCity SmartBus,AC Sleeper (2+1),20:55,10:45,13h 50m,INR 699,15 Seats available,"4.0
418",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
IntrCity SmartBus,AC Sleeper (2+1),19:35,09:50,14h 15m,INR 699,18 Seats available,"4.3
377",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
AdDolphin Travel House (38),Bharat Benz A/C Sleeper (2+1),16:05,07:30,15h 25m,INR 710,6 Seats available,"4.1
263",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Konkan Travels Mujawar,NON A/C Sleeper (2+1),18:50,11:45,16h 55m,404,24 Seats available,3.5,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Konkan Travels Mujawar,NON A/C Sleeper (2+1),18:45,11:30,16h 45m,404,21 Seats available,"3.5
67",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Zingbus Plus,VE A/C Sleeper (2+1),20:00,14:00,18h 00m,556,23 Seats available,"4.6
494",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
IntrCity SmartBus,AC Sleeper (2+1),16:00,08:20,16h 20m,INR 699,12 Seats available,"4.1
415",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Konkan Travels National,NON A/C Sleeper (2+1),19:25,09:45,14h 20m,404,7 Seats available,"4.0
114",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Konkan Travels National,A/C Sleeper (2+1),18:00,10:55,16h 55m,494,22 Seats available,"3.8
106",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Rajdhani Travels Corporation,VE A/C Sleeper (2+1),19:00,09:35,14h 35m,INR 849,8 Seats available,"4.3
304",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Vaibhav travels,A/C Sleeper (2+1),18:00,12:00,18h 00m,540,27 Seats available,"3.8
175",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Jolly Tours and Travels,VE A/C Sleeper (2+1),18:35,07:05,12h 30m,940,5 Seats available,"4.0
225",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Mascot Travels(M.Dev),A/C Sleeper (2+1),18:30,11:45,17h 15m,569,24 Seats available,"3.8
266",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Mascot Travels(Patil),A/C Sleeper (2+1),16:00,09:15,17h 15m,569,20 Seats available,3.7,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Zingbus Plus,VE A/C Sleeper (2+1),19:50,12:15,16h 25m,540,15 Seats available,"4.3
379",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Shubham Vailankanni Travels,VE A/C Sleeper (2+1),20:30,12:05,15h 35m,694,27 Seats available,"3.5
232",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Dolphin Travel House (39),A/C Sleeper (2+1),16:00,08:30,16h 30m,INR 660,23 Seats available,"3.3
194",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Naik Tours And Travels,NON A/C Sleeper (2+1),16:00,06:45,14h 45m,INR 550,19 Seats available,"3.4
42",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Dolphin Travel House (40),A/C Sleeper (2+1),20:15,13:15,17h 00m,INR 710,17 Seats available,"3.4
184",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Sanvi Travels - Shree,A/C Sleeper (2+1),17:00,09:30,16h 30m,INR 650,19 Seats available,"3.6
46",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Dolphin travel house,A/C Sleeper (2+1),17:45,10:45,17h 00m,INR 660,27 Seats available,"3.4
139",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Dolphin travel house,Mercedes Benz A/C Sleeper (2+1),21:30,13:15,15h 45m,INR 910,21 Seats available,"3.5
44",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Abhishek Vishal Travels (Samarth),A/C Sleeper (2+1),17:55,10:50,16h 55m,INR 650,25 Seats available,"3.5
139",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Abhishek Vishal Travels,A/C Sleeper (2+1),16:00,08:40,16h 40m,INR 699,20 Seats available,3.2,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Shubham Saijyoti Travels,A/C Sleeper (2+1),19:45,11:30,15h 45m,509,17 Seats available,"3.3
121",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Shubhra Sharma Tourist Services,A/C Sleeper (2+1),16:46,10:31,17h 45m,INR 700,15 Seats available,"3.2
62",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Abhishek Vishal Travels,NON A/C Push Back (2+2),15:55,07:10,15h 15m,INR 500,32 Seats available,"3.1
7",https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Shubhra Sharma Tourist Services,A/C Sleeper (2+1),17:45,11:59,18h 14m,INR 800,17 Seats available,3.0,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
Sarita Sharma Tourist Services,A/C Sleeper (2+1),16:50,11:50,19h 00m,INR 700,21 Seats available,3.0,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mumbai to Goa
